ACCOUNT_ID,INIT_BALANCE,IS_MULE,in_tx_count,out_tx_count,in_out_ratio,unique_in_counterparties,unique_out_counterparties,unique_total_counterparties,counterparty_reuse_ratio,pass_through_ratio,fan_in_score,fan_out_score,amount_sum,amount_mean,amount_std,amount_max,amount_cv,amount_in_sum,amount_out_sum,amount_in_out_ratio,first_tx_step,last_tx_step,active_span_steps,tx_per_active_step,max_step_tx_count,max_step_amount,burst_tx_ratio,burst_amount_ratio,median_inter_tx_gap_steps,rapid_in_out_count,two_hop_out_count,two_hop_in_count,cycle_count_2hop,shared_counterparty_count,chain_middle_score,sink_score,source_score,simple_anomaly_score,simple_rule_score
10,190.81,0,20,48,0.4166666666666667,1,2,3,0.9558823529411765,0.29411764705882354,0.29411764705882354,0.7058823529411765,8381.400000000001,123.25588235294117,43.1541473787417,190.11,0.3501183599105681,3802.2000000000003,4579.200000000001,0.8303197064989517,1,193,193,0.35233160621761656,2,190.8,0.029411764705882353,0.022764693249337817,2.0,0,9,5,0,0,0.6666666666666666,0.08650519031141868,0.4982698961937716,0.34564751155700574,0.08
11,150.47,0,25,40,0.625,2,2,4,0.9384615384615385,0.38461538461538464,0.38461538461538464,0.6153846153846154,1727065.03,26570.231230769226,206258.72774267304,1676022.37,7.7627750376450795,1724055.83,3009.2000000000003,572.9282965572245,9,198,190,0.34210526315789475,3,1676022.37,0.046153846153846156,0.9704454325034884,2.0,2,34,7,0,0,1.0,0.14792899408284024,0.37869822485207105,0.4717715960286158,0.08
12,128.18,0,41,32,1.28125,2,2,4,0.9452054794520548,0.4383561643835616,0.5616438356164384,0.4383561643835616,9670.14,132.4676712328767,71.39576835087959,235.38,0.5389674906065693,7619.58,2050.56,3.715853230337079,0,198,199,0.36683417085427134,3,369.21000000000004,0.0410958904109589,0.03818041931140605,2.0,4,45,15,0,0,1.0,0.31544379808594486,0.1921561268530681,0.3809756456431166,0.08
13,175.58,0,242,44,5.5,4,2,5,0.9825174825174825,0.15384615384615385,0.8461538461538461,0.15384615384615385,82075.56,286.9774825174825,159.67757802438078,410.48,0.5564115226868133,78212.8,3862.76,20.24790564259752,1,199,199,1.4371859296482412,4,753.2199999999999,0.013986013986013986,0.009177153345039619,1.0,110,2,36,1,1,0.6,0.7159763313609467,0.02366863905325444,0.5589462510676636,0.08
14,161.84,0,26,32,0.8125,2,2,4,0.9310344827586207,0.4482758620689655,0.4482758620689655,0.5517241379310345,1129261.79,19470.030862068965,145619.55075349586,1118848.5,7.479163838265315,1126672.67,2589.12,435.15660533308613,6,199,194,0.29896907216494845,3,1118848.5,0.05172413793103448,0.9907786749784565,2.0,10,11,13,0,0,1.0,0.2009512485136742,0.30439952437574314,0.46492917146232055,0.08
15,125.05,0,221,40,5.525,3,2,4,0.9846743295019157,0.1532567049808429,0.8467432950191571,0.1532567049808429,104970.99,402.1877011494254,217.2192687735507,547.09,0.5400942598511905,102470.19,2500.8,40.97496401151631,0,199,200,1.305,4,771.52,0.01532567049808429,0.007349840179653445,1.0,82,13,17,1,1,0.5,0.7169742076598994,0.023487617621585112,0.5455633935055992,0.08
16,190.97,0,39,40,0.975,2,2,4,0.9493670886075949,0.4936708860759494,0.4936708860759494,0.5063291139240507,8070.93,102.16367088607595,61.9700449110006,194.47,0.6065761378142355,4251.73,3819.2000000000003,1.1132514662756596,4,199,196,0.4030612244897959,3,385.43,0.0379746835443038,0.04775533922360868,1.5,14,13,7,0,0,1.0,0.24371094375901298,0.25636917160711425,0.39690605681410956,0.08
17,198.28,0,2,32,0.0625,1,2,3,0.9117647058823529,0.058823529411764705,0.058823529411764705,0.9411764705882353,979935.8,28821.641176470588,164686.65828010126,974872.87,5.713993081509465,976763.64,3172.16,307.91751992333303,5,188,184,0.18478260869565216,3,975071.13,0.08823529411764706,0.9950357258097928,0.0,2,9,7,0,0,0.6666666666666666,0.003460207612456748,0.8858131487889274,0.3537872745050982,0.0
18,181.02,0,0,38,0.0,0,2,2,0.9473684210526316,0.0,0.0,1.0,3439.38,90.51000000000003,2.842170943040401e-14,90.51,3.140173398564136e-16,0.0,3439.38,0.0,5,173,169,0.22485207100591717,2,181.02,0.05263157894736842,0.052631578947368425,0.0,0,18,0,0,0,0.0,0.0,1.0,0.2357357399122581,0.0
19,190.22,0,34,34,1.0,2,2,4,0.9411764705882353,0.5,0.5,0.5,6781.62,99.72970588235295,54.523077547104876,168.63,0.5467084963774336,3547.88,3233.74,1.097144482858857,4,198,195,0.3487179487179487,3,202.74,0.04411764705882353,0.02989551169189663,2.0,4,12,15,0,0,1.0,0.25,0.25,0.38154959908557706,0.08
20,262.03,0,37,29,1.2758620689655173,2,2,4,0.9393939393939394,0.4393939393939394,0.5606060606060606,0.4393939393939394,38854701.12,588707.5927272728,1426328.142003937,8031165.5,2.4228125467114605,4558.47,38850142.65,0.00011733470430384638,1,197,197,0.3350253807106599,2,8031165.5,0.030303030303030304,0.20669739487112032,2.0,9,4,6,0,0,1.0,0.31427915518824606,0.1930670339761249,0.5330610080365504,0.08
21,345.97,0,37,15,2.466666666666667,2,3,5,0.9038461538461539,0.28846153846153844,0.7115384615384616,0.28846153846153844,13272282.48,255236.20153846152,759105.1110169864,3462084.25,2.974127911485146,3788.81,13268493.67,0.00028554936937314,7,199,193,0.2694300518134715,3,3462262.19,0.057692307692307696,0.26086411250041447,2.0,13,35,11,0,0,1.2,0.5062869822485208,0.08321005917159761,0.47650455527595914,0.08
22,379.77,0,17,22,0.7727272727272727,2,3,5,0.8717948717948718,0.4358974358974359,0.4358974358974359,0.5641025641025641,287085.21,7361.159230769228,14389.237694522908,41148.95,1.9547515878174067,3102.8900000000003,283982.32,0.010926349217796377,9,199,191,0.20418848167539266,2,41148.95,0.05128205128205128,0.14333357681505082,3.5,4,18,12,0,0,1.2,0.19000657462195925,0.31821170282708744,0.40908626298254613,0.08
23,336.8,0,40,21,1.9047619047619047,2,3,5,0.9180327868852459,0.3442622950819672,0.6557377049180327,0.3442622950819672,12728068.25,208656.85655737706,564992.2975867153,2330416.25,2.7077581197594247,6259.6,12721808.65,0.0004920369557672918,3,199,197,0.3096446700507614,2,2330416.25,0.03278688524590164,0.1830926896546143,3.5,12,24,21,0,0,1.2,0.42999193765116905,0.11851652781510348,0.497069680469284,0.08
24,294.43,0,15,19,0.7894736842105263,2,3,5,0.8529411764705882,0.4411764705882353,0.4411764705882353,0.5588235294117647,2503915.2,73644.56470588234,264673.43384675874,1565282.5,3.593930317923626,1594233.87,909681.33,1.7525190607132721,1,188,188,0.18085106382978725,2,1565282.5,0.058823529411764705,0.6251339901606892,3.0,6,13,8,0,0,1.2,0.19463667820069203,0.31228373702422146,0.44862338165342613,0.08
25,220.14,0,199,25,7.96,3,3,5,0.9776785714285714,0.11160714285714286,0.8883928571428571,0.11160714285714286,12914021.610000001,57651.8821875,257568.94764651835,1712620.62,4.467658953593784,1632921.56,11281100.05,0.14474843346505023,0,199,200,1.12,2,1713187.4000000001,0.008928571428571428,0.13266102936310636,1.0,47,39,18,1,1,0.8,0.7892418686224489,0.0124561543367347,0.6095017194337717,0.18
26,286.83,0,223,18,12.38888888888889,3,3,5,0.979253112033195,0.07468879668049792,0.9253112033195021,0.07468879668049792,8429070.44,34975.39601659751,238547.04076854323,3242925.25,6.820424296420867,99974.69,8329095.75,0.012003066479335408,0,199,200,1.205,3,3243461.45,0.012448132780082987,0.3847946784983802,1.0,42,9,24,1,1,0.8,0.856200822988585,0.005578416349580754,0.6062175484721617,0.18
27,322.18,0,20,22,0.9090909090909091,1,3,4,0.9047619047619048,0.47619047619047616,0.47619047619047616,0.5238095238095238,11841311.370000001,281935.98500000004,703287.3156296425,2790792.25,2.4944929099052127,3838.2,11837473.17,0.0003242414951974079,3,193,191,0.2198952879581152,1,2790792.25,0.023809523809523808,0.23568270124797838,5.0,0,18,9,0,0,0.75,0.22675736961451246,0.2743764172335601,0.4985724144240556,0.08
28,382.6,0,40,19,2.1052631578947367,2,3,5,0.9152542372881356,0.3220338983050847,0.6779661016949152,0.3220338983050847,9609610.83,162874.75983050847,641931.5055165837,4578554.0,3.9412583397488574,3723.4,9605887.43,0.0003876164515910843,6,196,191,0.3089005235602094,2,4578554.0,0.03389830508474576,0.4764557151166131,3.0,0,17,26,0,0,1.2,0.45963803504740014,0.10370583165756966,0.4866067603665477,0.08
29,393.32,0,20,19,1.0526315789473684,1,3,4,0.8974358974358975,0.48717948717948717,0.5128205128205128,0.48717948717948717,19037391.28,488138.23794871796,1144487.7872789968,4611325.0,2.3445976944736557,2049.0,19035342.28,0.00010764187845221136,0,194,195,0.2,2,4611427.45,0.05128205128205128,0.2422300084174138,5.0,8,34,8,0,0,0.75,0.2629848783694937,0.23734385272846814,0.5052030970256756,0.08
30,295.4,0,42,13,3.230769230769231,3,3,6,0.8909090909090909,0.23636363636363636,0.7636363636363637,0.23636363636363636,7039869.26,127997.6229090909,697694.6527120791,4986449.5,5.450840701999678,6700009.94,339859.32,19.71406857402057,6,198,193,0.2849740932642487,2,4986449.5,0.03636363636363636,0.708315639941302,2.0,7,24,13,0,0,1.5,0.5831404958677686,0.05586776859504131,0.4569405063813372,0.08
31,373.06,0,4,24,0.16666666666666666,2,3,5,0.8214285714285714,0.14285714285714285,0.14285714285714285,0.8571428571428571,17871773.44,638277.6228571429,1117687.3470004147,5328285.5,1.751099062500851,1717789.1600000001,16153984.280000001,0.10633841968800034,15,195,181,0.15469613259668508,1,5328285.5,0.03571428571428571,0.2981397183602614,7.0,1,9,10,0,0,1.2,0.020408163265306128,0.7346938775510204,0.4223509661070177,0.1
32,252.1,0,60,18,3.3333333333333335,3,3,6,0.9230769230769231,0.23076923076923078,0.7692307692307693,0.23076923076923078,4020192.31,51540.92705128206,190118.60409930267,1422858.37,3.6886919769630637,9367.0,4010825.31,0.0023354295627500167,2,198,197,0.39593908629441626,2,1422858.37,0.02564102564102564,0.35392793684538937,2.0,12,25,19,0,0,1.5,0.591715976331361,0.05325443786982248,0.471483976502633,0.08
33,361.01,0,48,25,1.92,2,3,5,0.9315068493150684,0.3424657534246575,0.6575342465753424,0.3424657534246575,27318029.23,374219.57849315077,1186078.6718954812,5004488.5,3.169472523782423,10921.92,27307107.31,0.0003999662020590639,0,198,199,0.36683417085427134,2,5004488.5,0.0273972602739726,0.18319361392673933,2.0,12,17,10,0,0,1.2,0.4323512854194032,0.11728279226871834,0.5214318944476695,0.08
34,309.74,0,202,29,6.9655172413793105,4,3,5,0.9783549783549783,0.12554112554112554,0.8744588744588745,0.12554112554112554,45305230.05,196126.5370129871,1056268.4900762264,11475748.0,5.385647991155233,90224.97,45215005.08,0.0019954652186893,1,199,199,1.1608040201005025,2,11476246.45,0.008658008658008658,0.2533095282230004,1.0,58,2,30,2,2,0.4,0.7646783231198816,0.01576057420213264,0.6289097704279365,0.18
35,202.81,0,206,21,9.80952380952381,4,3,6,0.973568281938326,0.09251101321585903,0.9074889867841409,0.09251101321585903,16924463.44,74557.10766519823,469624.94321930595,4984061.5,6.298862146425746,2483057.67,14441405.77,0.17194016355098926,3,199,197,1.1522842639593909,3,4984559.53,0.013215859030837005,0.2945180240231001,1.0,43,42,22,1,1,1.0,0.8235362611345067,0.00855828756622485,0.6162711713784323,0.18
36,343.94,0,40,19,2.1052631578947367,2,3,5,0.9152542372881356,0.3220338983050847,0.6779661016949152,0.3220338983050847,6714525.970000001,113805.52491525424,311948.81268850097,1442595.5,2.7410691433548147,4435.6,6710090.37,0.0006610343162934183,2,194,193,0.30569948186528495,2,1442709.76,0.03389830508474576,0.21486397795554282,2.0,8,8,12,0,0,1.2,0.45963803504740014,0.10370583165756966,0.4783636507704841,0.08
37,279.76,0,1,16,0.0625,1,3,4,0.7647058823529411,0.058823529411764705,0.058823529411764705,0.9411764705882353,9875672.94,580921.9376470589,842739.1672891229,2414923.0,1.4506926192226743,7662.58,9868010.36,0.0007765070891149734,13,193,181,0.09392265193370165,1,2414923.0,0.058823529411764705,0.244532500688505,9.5,0,14,7,0,0,0.75,0.003460207612456748,0.8858131487889274,0.3754298632470651,0.1
38,364.97,0,20,20,1.0,1,3,4,0.9,0.5,0.5,0.5,8432558.25,210813.95625,552803.995309878,3148946.0,2.62223623683775,2049.0,8430509.25,0.0002430458160045314,0,192,193,0.20725388601036268,2,3148946.0,0.05,0.3734271269338697,4.0,7,22,8,0,0,0.75,0.25,0.25,0.49286049882200833,0.08
39,333.63,0,0,16,0.0,0,3,3,0.8125,0.0,0.0,1.0,1937625.31,121101.58187499999,281899.24057363096,1190401.12,2.3277915631573247,0.0,1937625.31,0.0,3,183,181,0.08839779005524862,1,1190401.12,0.0625,0.6143608435833242,8.0,0,17,0,0,0,0.0,0.0,1.0,0.328213362251431,0.1
40,400.23,0,38,180,0.2111111111111111,2,1,2,0.9908256880733946,0.1743119266055046,0.1743119266055046,0.8256880733944955,72846.88,334.16,143.91376247377383,400.23,0.4306732178410756,805.48,72041.40000000001,0.011180793266094217,1,199,199,1.0954773869346734,3,447.07,0.013761467889908258,0.006137119393445539,1.0,65,4,8,1,1,0.0,0.030384647756922813,0.6817607945459137,0.5108039972240752,0.08
41,498.72,0,61,180,0.3388888888888889,3,1,3,0.9875518672199171,0.25311203319502074,0.25311203319502074,0.7468879668049793,95109.87000000001,394.64676348547727,181.6113944351926,498.72,0.4601872135760611,5340.27,89769.6,0.059488624211314296,0,199,200,1.205,3,663.0,0.012448132780082987,0.006970885356062414,1.0,115,33,31,1,1,0.0,0.06406570134811727,0.5578416349580758,0.5488778184054516,0.08
42,573.52,0,38,180,0.2111111111111111,3,1,3,0.9862385321100917,0.1743119266055046,0.1743119266055046,0.8256880733944955,4533130.97,20794.178761467887,299003.3274781256,4425387.5,14.379184237474476,4429897.37,103233.59999999999,42.911390961857386,0,199,200,1.09,3,4426157.18,0.013761467889908258,0.9764017870412423,1.0,72,16,14,1,1,0.0,0.030384647756922813,0.6817607945459137,0.5956310516051861,0.18
43,448.78,0,60,179,0.33519553072625696,3,1,3,0.9874476987447699,0.2510460251046025,0.2510460251046025,0.7489539748953975,88723.62999999999,371.2285774058578,134.36193523396878,448.77,0.3619385559508615,8393.8,80329.83,0.10449169380789178,1,199,199,1.2010050251256281,2,577.71,0.008368200836820083,0.006511343144999817,1.0,100,5,27,1,1,0.0,0.0630241067208207,0.5609320565116157,0.5464254355155925,0.08
44,465.04,0,219,177,1.2372881355932204,3,1,3,0.9924242424242424,0.44696969696969696,0.553030303030303,0.44696969696969696,167118.49,422.01638888888886,90.76308994744704,465.04,0.21507005968752488,84806.41,82312.08,1.0303033285029366,3,199,197,2.010152284263959,3,1105.6200000000001,0.007575757575757576,0.006615785003801795,0.0,374,1,48,1,1,0.0,0.30584251606978874,0.19978191000918274,0.7018742653217136,0.2
45,574.09,0,217,177,1.2259887005649717,4,1,4,0.9898477157360406,0.44923857868020306,0.550761421319797,0.44923857868020306,209173.66,530.8976142131979,204.53449129134813,3859.29,0.38526165086364683,107559.73,101613.93000000001,1.058513630955913,0,199,200,1.97,4,4970.74,0.01015228426395939,0.023763699502126603,1.0,377,0,34,1,1,0.0,0.3033381432142029,0.20181530057460897,0.7025607395119309,0.2
46,438.21,0,40,180,0.2222222222222222,2,1,2,0.990909090909091,0.18181818181818182,0.18181818181818182,0.8181818181818182,83499.2,379.5418181818181,124.56371416910828,438.2,0.32819496614582927,4623.2,78876.0,0.058613519955372985,0,199,200,1.1,2,567.17,0.00909090909090909,0.006792520167857896,1.0,60,29,23,1,1,0.0,0.033057851239669415,0.6694214876033058,0.5158464824015844,0.08
47,513.5,0,0,180,0.0,0,1,1,0.9944444444444445,0.0,0.0,1.0,92430.0,513.5,0.0,513.5,0.0,0.0,92430.0,0.0,0,199,200,0.9,1,513.5,0.005555555555555556,0.005555555555555556,1.0,0,1,0,0,0,0.0,0.0,1.0,0.4486225339468044,0.0
48,447.72,0,200,178,1.1235955056179776,3,1,4,0.9894179894179894,0.4708994708994709,0.5291005291005291,0.4708994708994709,450417.29,1191.580132275132,14984.27435765533,292119.18,12.575129403211221,370723.13,79694.16,4.65182304449912,3,199,197,1.9187817258883249,3,292119.18,0.007936507936507936,0.6485523235575615,0.0,379,9,26,0,0,0.75,0.2799473698944598,0.22174631169340164,0.7170734711788849,0.2
49,593.51,0,17,180,0.09444444444444444,1,1,1,0.9949238578680203,0.08629441624365482,0.08629441624365482,0.9137055837563451,112274.18,569.9196954314723,76.76183355198448,593.51,0.13468885909245507,5442.38,106831.8,0.0509434456781595,0,199,200,0.985,2,913.65,0.01015228426395939,0.0081376679838588,1.0,31,3,35,1,1,0.0,0.00744672627483316,0.8348578937875234,0.48433242827384,0.08
50,560.64,0,19,180,0.10555555555555556,1,1,1,0.9949748743718593,0.09547738693467336,0.09547738693467336,0.9045226130653267,101112.42,508.1026130653267,161.70666501028884,560.64,0.3182559208556919,197.22000000000003,100915.2,0.0019543141171993916,0,198,199,1.0,2,571.02,0.010050251256281407,0.0056473774438392434,1.0,32,17,15,1,1,0.0,0.009115931415873333,0.8181611575465266,0.48647678142371825,0.08
51,489.59,0,18,180,0.1,1,1,2,0.98989898989899,0.09090909090909091,0.09090909090909091,0.9090909090909091,88410.42,446.51727272727277,136.17630044046905,489.58,0.30497431736228453,286.02,88124.4,0.003245639119245067,0,199,200,0.99,2,505.46999999999997,0.010101010101010102,0.005717312506828946,1.0,33,3,4,0,0,0.5,0.008264462809917359,0.8264462809917354,0.48112724601559115,0.08
52,416.09,0,43,178,0.24157303370786518,2,1,2,0.9909502262443439,0.19457013574660634,0.19457013574660634,0.8054298642533937,76410.66,345.74959276018103,143.52164726854198,416.08,0.4151028671437699,2348.42,74062.23999999999,0.031708735787629436,3,199,197,1.1218274111675126,3,524.14,0.013574660633484163,0.006859514104445636,1.0,84,4,3,1,1,0.0,0.037857537724452814,0.6487172662312402,0.5199627809357952,0.08
53,464.01,0,40,180,0.2222222222222222,2,1,2,0.990909090909091,0.18181818181818182,0.18181818181818182,0.8181818181818182,88677.2,403.0781818181819,129.69666925128044,464.01,0.32176554103288885,5155.4,83521.8,0.06172520228251785,0,199,200,1.1,2,617.95,0.00909090909090909,0.00696853306148593,1.0,80,14,12,1,1,0.0,0.033057851239669415,0.6694214876033058,0.5170945465646972,0.08
54,501.59,0,24,178,0.1348314606741573,2,1,2,0.9900990099009901,0.1188118811881188,0.1188118811881188,0.8811881188118812,265656.3,1315.1301980198014,11825.120286493644,168871.59,8.991596652786766,176375.06,89281.23999999999,1.975499668239375,3,199,197,1.0253807106598984,2,169373.16999999998,0.009900990099009901,0.6375650417475512,1.0,45,7,4,1,1,0.0,0.01411626311145966,0.776492500735222,0.5153356338754812,0.08
55,586.57,0,26,180,0.14444444444444443,2,1,2,0.9902912621359223,0.1262135922330097,0.1262135922330097,0.8737864077669902,9576156.06,46486.19446601942,514342.0010734199,7199816.0,11.06440324878378,9470573.46,105582.6,89.69824061919294,0,199,200,1.03,2,7199816.0,0.009708737864077669,0.7518482316797164,1.0,50,5,21,1,1,0.0,0.015929870864360457,0.7635026863983411,0.5919300090103488,0.18
56,421.81,0,222,180,1.2333333333333334,3,1,3,0.9925373134328358,0.44776119402985076,0.5522388059701493,0.44776119402985076,177081.75,440.5018656716418,122.01849409106231,530.54,0.27699881339893606,101157.75,75924.0,1.332355381697487,0,199,200,2.01,3,1200.22,0.007462686567164179,0.006777773542445791,0.0,387,0,11,1,1,0.0,0.3049676988193362,0.20049008687903763,0.70321714474603,0.2
57,510.25,0,3,176,0.017045454545454544,1,1,2,0.9888268156424581,0.01675977653631285,0.01675977653631285,0.9832402234636871,3881243.09,21682.922290502793,267864.8526016805,3590217.0,12.353724696924564,3791439.09,89804.0,42.21904469734088,5,199,195,0.9179487179487179,2,3590727.25,0.0111731843575419,0.925148764644886,1.0,6,1,6,0,0,0.5,0.00028089010954714333,0.9667613370369214,0.5326013329317201,0.1
58,541.31,0,254,180,1.4111111111111112,5,1,5,0.988479262672811,0.4147465437788018,0.5852534562211982,0.4147465437788018,2685496.27,6187.779423963133,113573.10690264676,2366573.5,18.354420725279464,2588062.27,97433.99999999999,26.562208982490716,0,199,200,2.17,5,2367965.5999999996,0.01152073732718894,0.8817608970277958,0.0,457,11,31,1,1,0.0,0.34252160801885795,0.17201469557646157,0.7700777220200647,0.2
59,509.49,0,239,180,1.3277777777777777,4,1,4,0.9904534606205251,0.4295942720763723,0.5704057279236276,0.4295942720763723,205421.1,490.265155131265,137.34219698341553,580.1,0.280138605703363,113714.7,91706.40000000001,1.2399865222056474,0,199,200,2.095,3,1276.46,0.007159904534606206,0.006213869948121201,0.0,436,13,31,1,1,0.0,0.3253626944480835,0.1845512386008282,0.7118364685002003,0.2
60,181.45,0,57,80,0.7125,3,4,7,0.948905109489051,0.41605839416058393,0.41605839416058393,0.583941605839416,21540.19,157.22766423357663,57.07430081501041,196.85,0.36300418945498747,7024.99,14515.2,0.48397472993827156,2,197,196,0.6989795918367347,4,725.76,0.029197080291970802,0.03369329611298694,0.0,0,11,33,0,0,1.7142857142857142,0.17310458735148385,0.3409877990303159,0.4647843932162815,0.08
61,154.03,0,20,80,0.25,1,4,5,0.95,0.2,0.2,0.8,15778.0,157.78,7.5199999999999925,172.82,0.0476613005450627,3456.3999999999996,12321.6,0.2805155174652642,6,198,193,0.5181347150259067,4,616.08,0.04,0.03904677398909875,0.0,0,13,6,0,0,0.8,0.039999999999999994,0.6400000000000001,0.37804214310390816,0.08
62,196.38,0,39,80,0.4875,3,4,7,0.9411764705882353,0.3277310924369748,0.3277310924369748,0.6722689075630253,589051.3,4950.010924369749,45356.08856953599,491344.78,9.162825953825722,573340.9,15710.4,36.49435405845809,0,199,200,0.595,4,491344.78,0.03361344537815126,0.8341290138906408,0.0,24,44,14,0,0,1.7142857142857142,0.1074076689499329,0.4519454840759834,0.49494806903441524,0.08
63,160.32,1,38,101,0.37623762376237624,3,6,9,0.935251798561151,0.2733812949640288,0.2733812949640288,0.7266187050359713,20205.11,145.3605035971223,51.20301985422767,190.27,0.35224850345965186,4157.3,16047.81,0.25905715483919617,2,193,192,0.7239583333333334,6,821.3699999999999,0.04316546762589928,0.04065159754141402,0.0,135,45,16,0,0,2.0,0.07473733243620931,0.5279747425081517,0.4397294834178364,0.08
64,158.76,0,36,80,0.45,2,4,6,0.9482758620689655,0.3103448275862069,0.3103448275862069,0.6896551724137931,15526.16,133.84620689655173,50.73277335715954,158.75,0.37903781163085437,2826.1600000000003,12700.0,0.22253228346456697,3,196,194,0.5979381443298969,5,644.11,0.04310344827586207,0.04148546710841573,0.0,28,30,25,0,0,1.3333333333333333,0.09631391200951248,0.47562425683709875,0.4166534352262989,0.08
65,144.5,0,20,80,0.25,1,4,5,0.95,0.2,0.2,0.8,14872.2,148.722,8.444000000000006,165.61,0.05677707400384614,3312.2000000000003,11560.0,0.286522491349481,2,194,193,0.5181347150259067,4,578.0,0.04,0.038864458519923074,0.0,0,42,4,0,0,0.8,0.039999999999999994,0.6400000000000001,0.3768157782760171,0.08
66,159.63,0,204,80,2.55,2,4,5,0.9823943661971831,0.28169014084507044,0.7183098591549296,0.28169014084507044,104361.98,367.4717605633803,145.70262793215858,478.51,0.39650020374022255,91591.58,12770.4,7.172177848775293,1,199,199,1.4271356783919598,5,1117.03,0.017605633802816902,0.010703419003740635,1.0,160,25,18,1,1,0.6,0.5159690537591748,0.0793493354493156,0.5881370381614247,0.08
